SeqNo;Type;DHID;Parent;Name;Latitude;Longitude;MunicipalityCode;Municipality;DistrictCode;District;Description;Authority;DelfiName;THID;TariffProvider;LastOperationDate;SEV
242845;Q;de:09661:99082:4:7;de:09661:99082:4;Gleis 7;49,980699;9,14343;00000000;-;-;-;Gleis 7;BEG;-;-;-;;nein
242846;Q;de:09661:99082:4:8;de:09661:99082:4;Gleis 8;49,980798;9,14343;00000000;-;-;-;Gleis 8;BEG;-;-;-;;nein
242847;Q;de:09661:99082:31:SEV;de:09661:99082:87;SEV;49,979937;9,14281;00000000;-;-;-;;BEG;-;-;-;;nein
242848;S;de:09661:99083;de:09661:99083;Obernau;49,93454;9,136091;09661000;Aschaffenburg;-;-;;BEG;-;D925BD01830B;-;2026-12-12T00:00:00;nein
242849;A;de:09661:99083:1;de:09661:99083;Zug;49,934309;9,136307;00000000;-;-;-;Zug;BEG;-;-;-;;nein
242850;A;de:09661:99083:80;de:09661:99083;P+R;49,933938;9,136441;00000000;-;-;-;P+R;BEG;-;-;-;;nein
242851;A;de:09661:99083:90;de:09661:99083;Eingang Mitte;49,934355;9,136154;00000000;-;-;-;Eingang Mitte;BEG;-;-;-;;nein
242852;A;de:09661:99083:91;de:09661:99083;Eingang Nord;49,934812;9,13575;00000000;-;-;-;Eingang Nord;BEG;-;-;-;;nein
242853;A;de:09661:99083:92;de:09661:99083;Eingang Süd;49,933869;9,136558;00000000;-;-;-;Eingang Süd;BEG;-;-;-;;nein
242854;Q;de:09661:99083:1:1;de:09661:99083:1;Gleis;49,934326;9,136262;00000000;-;-;-;Gleis;BEG;-;-;-;;nein
242855;S;de:09661:99084;de:09661:99084;Aschaffenburg Hochschule;49,974443;9,160417;09661000;Aschaffenburg;;;;BEG;-;D925BD01830C;-;2026-12-12T00:00:00;nein
242856;A;de:09661:99084:1;de:09661:99084;Zug;49,974281;9,160319;00000000;-;-;-;;BEG;-;-;-;;nein
242857;A;de:09661:99084:90;de:09661:99084;Eingang Nord;49,975645;9,160363;00000000;-;-;-;;BEG;-;-;-;;nein
242858;A;de:09661:99084:91;de:09661:99084;Eingang Süd;49,973808;9,159771;00000000;-;-;-;;BEG;-;-;-;;nein
242859;Q;de:09661:99084:1:1;de:09661:99084:1;Gleis 1;49,974171;9,160292;00000000;-;-;-;;BEG;-;-;-;;nein
242860;S;de:09661:99085;de:09661:99085;Obernau Kirche;49,93454;9,133261;09661000;Aschaffenburg;-;-;;BEG;-;D925BD01830D;-;1999-12-31T00:00:00;nein
242861;S;de:09661:99119;de:09661:99119;AB-Damm, Johannesberger Str.;49,991385;9,139154;09661000;Aschaffenburg;-;-;;BEG;-;D925BD01832F;-;2026-12-12T00:00:00;nein
242862;Q;de:09661:99119:0:1;de:09661:99119;AB-Damm, Johannesberger Str. 01;49,991385;9,139154;00000000;-;-;-;AB-Damm, Johannesberger Str. 01;BEG;-;-;-;;nein
242863;S;de:09661:99318;de:09661:99318;AB-Schweinheim, Rotäckerstr.;49,955045;9,160633;09661000;Aschaffenburg;;;;BEG;-;D925BD0183F6;-;2026-12-12T00:00:00;nein
242864;Q;de:09661:99318:0:1;de:09661:99318;AB-Schweinheim, Rotäckerstr. 01;49,955091;9,160534;00000000;-;-;-;;BEG;-;-;-;;nein
242865;Q;de:09661:99318:0:2;de:09661:99318;AB-Schweinheim, Rotäckerstr. 02;49,955039;9,160696;00000000;-;-;-;;BEG;-;-;-;;nein
242866;S;de:09661:99331;de:09661:99331;AB-Schweinheim, Pestalozzischule;49,96035;9,161468;09661000;Aschaffenburg;-;-;;BEG;-;D925BD018403;-;1999-12-31T00:00:00;nein
242867;Q;de:09661:99331:0:1;de:09661:99331;AB-Schweinheim, Pestalozzischule 01;49,96035;9,161468;00000000;-;-;-;AB-Schweinheim, Pestalozzischule 01;BEG;-;-;-;;nein
242868;S;de:09661:99335;de:09661:99335;Aschaffenburg, Campus Flachstraße;49,971595;9,162978;09661000;Aschaffenburg;;;;BEG;-;D925BD018407;-;2026-12-12T00:00:00;nein
242869;Q;de:09661:99335:0:1;de:09661:99335;Aschaffenburg, Campus Flachstraße 01;49,971595;9,162978;00000000;-;-;-;;BEG;-;-;-;;nein
242870;Q;de:09661:99335:0:2;de:09661:99335;Aschaffenburg, Campus Flachstraße 02;49,971664;9,163031;00000000;-;-;-;;BEG;-;-;-;;nein
242871;S;de:09661:99336;de:09661:99336;AB-Schweinheim, Buntberg;49,949473;9,184519;09661000;Aschaffenburg;-;-;;BEG;-;D925BD018408;-;1999-12-31T00:00:00;nein
242872;Q;de:09661:99336:0:1;de:09661:99336;AB-Schweinheim, Buntberg 01;49,949473;9,184519;00000000;-;-;-;AB-Schweinheim, Buntberg 01;BEG;-;-;-;;nein
242873;S;de:09661:99341;de:09661:99341;Aschaffenburg, Main-Echo;49,98926;9,164118;09661000;Aschaffenburg;-;-;;BEG;-;D925BD01840D;-;1999-12-31T00:00:00;nein
242874;Q;de:09661:99341:0:1;de:09661:99341;Aschaffenburg, Main-Echo 01;49,98926;9,164118;00000000;-;-;-;Aschaffenburg, Main-Echo 01;BEG;-;-;-;;nein
242875;Q;de:09661:99341:0:2;de:09661:99341;Aschaffenburg, Main-Echo 02;49,989277;9,164056;00000000;-;-;-;Aschaffenburg, Main-Echo 02;BEG;-;-;-;;nein
242876;S;de:09661:99349;de:09661:99349;Aschaffenburg, Weichertstr.;49,987573;9,159097;09661000;Aschaffenburg;-;-;;BEG;-;D925BD018415;-;1999-12-31T00:00:00;nein
242877;Q;de:09661:99349:0:1;de:09661:99349;Aschaffenburg, Weichertstr. 01;49,987573;9,159097;00000000;-;-;-;Aschaffenburg, Weichertstr. 01;BEG;-;-;-;;nein
242878;Q;de:09661:99349:0:2;de:09661:99349;Aschaffenburg, Weichertstr. 02;49,986574;9,157192;00000000;-;-;-;Aschaffenburg, Weichertstr. 02;BEG;-;-;-;;nein
242879;S;de:09661:99362;de:09661:99362;Aschaffenburg, Agathakirche (Ersatz);49,977557;9,142837;09661000;Aschaffenburg;;;;BEG;-;D925BD018422;-;2026-06-18T00:00:00;nein
242880;Q;de:09661:99362:0:1;de:09661:99362;Aschaffenburg, Agathakirche (Ersatz) 01;49,977557;9,142837;00000000;-;-;-;;BEG;-;-;-;;nein
242881;Q;de:09661:99362:0:2;de:09661:99362;Aschaffenburg, Agathakirche (Ersatz) 01;49,977557;9,142837;00000000;-;-;-;;BEG;-;-;-;;nein
242882;S;de:09661:99363;de:09661:99363;AB-Damm, Mühlstr.;49,984783;9,131474;09661000;Aschaffenburg;;;;BEG;-;D925BD018423;-;2026-12-12T00:00:00;nein
242883;Q;de:09661:99363:0:1;de:09661:99363;AB-Damm, Mühlstr. 01;49,984812;9,131312;00000000;-;-;-;;BEG;-;-;-;;nein
242884;Q;de:09661:99363:0:2;de:09661:99363;AB-Damm, Mühlstr. 02;49,984754;9,131626;00000000;-;-;-;;BEG;-;-;-;;nein
242885;S;de:09661:99369;de:09661:99369;AB-Damm, Tauberstr.;49,98993;9,148793;09661000;Aschaffenburg;;;;BEG;-;D925BD018429;-;2026-12-12T00:00:00;nein
242886;Q;de:09661:99369:0:1;de:09661:99369;AB-Damm, Tauberstr. 01;49,98993;9,148793;00000000;-;-;-;;BEG;-;-;-;;nein
242887;S;de:09661:99375;de:09661:99375;AB-Nilkheim, Spiegelwiesen;49,966527;9,124961;09661000;Aschaffenburg;;;;BEG;-;D925BD01842F;-;2025-12-13T00:00:00;nein
242888;Q;de:09661:99375:0:1;de:09661:99375;AB-Nilkheim, Spiegelwiesen 01;49,966522;9,124862;00000000;-;-;-;;BEG;-;-;-;;nein
242889;Q;de:09661:99375:0:2;de:09661:99375;AB-Nilkheim, Spiegelwiesen 02;49,966527;9,12506;00000000;-;-;-;;BEG;-;-;-;;nein
242890;S;de:09661:99376;de:09661:99376;AB-Nilkheim, Schopenhauerstr.;49,968122;9,128967;09661000;Aschaffenburg;;;;BEG;-;D925BD018430;-;2026-12-11T00:00:00;nein
242891;Q;de:09661:99376:0:1;de:09661:99376;AB-Nilkheim, Schopenhauerstr. 01;49,968128;9,128869;00000000;-;-;-;;BEG;-;-;-;;nein
242892;Q;de:09661:99376:0:2;de:09661:99376;AB-Nilkheim, Schopenhauerstr. 02;49,968116;9,129066;00000000;-;-;-;;BEG;-;-;-;;nein
244872;S;de:09671:1042;de:09671:1042;Dettingen (Main);50,042556;9,036809;09671114;Karlstein a. Main;;;;BEG;-;D925C7000412;-;2026-12-12T00:00:00;nein
244873;A;de:09671:1042:1;de:09671:1042;Zug->AB;50,042619;9,036737;00000000;-;-;-;;BEG;-;-;-;;nein
244874;A;de:09671:1042:2;de:09671:1042;Bus;50,042538;9,036315;00000000;-;-;-;;BEG;-;-;-;;nein
244875;A;de:09671:1042:3;de:09671:1042;Zug->HU;50,042331;9,037195;00000000;-;-;-;;BEG;-;-;-;;nein
244876;A;de:09671:1042:80;de:09671:1042;P+R Nord;50,043473;9,035785;00000000;-;-;-;;BEG;-;-;-;;nein
244877;A;de:09671:1042:81;de:09671:1042;P+R Süd;50,041361;9,037672;00000000;-;-;-;;BEG;-;-;-;;nein
244878;A;de:09671:1042:82;de:09671:1042;B+R Nord;50,042711;9,036558;00000000;-;-;-;;BEG;-;-;-;;nein
244879;A;de:09671:1042:83;de:09671:1042;B+R Süd;50,041875;9,037294;00000000;-;-;-;;BEG;-;-;-;;nein
244880;A;de:09671:1042:90;de:09671:1042;Eingang->AB Süd;50,042331;9,036926;00000000;-;-;-;;BEG;-;-;-;;nein
244881;A;de:09671:1042:91;de:09671:1042;Eingang->AB Nord;50,042544;9,036737;00000000;-;-;-;;BEG;-;-;-;;nein
244882;A;de:09671:1042:92;de:09671:1042;Eingang->HU Süd;50,041852;9,037618;00000000;-;-;-;;BEG;-;-;-;;nein
244883;A;de:09671:1042:93;de:09671:1042;Eingang->HU Nord;50,042602;9,037025;00000000;-;-;-;;BEG;-;-;-;;nein
244884;Q;de:09671:1042:1:1;de:09671:1042:1;Gleis 1;50,042619;9,036737;00000000;-;-;-;;BEG;-;-;-;;nein
244885;Q;de:09671:1042:2:1;de:09671:1042:2;Bus 1;50,042896;9,036082;00000000;-;-;-;;BEG;-;-;-;;nein
244886;Q;de:09671:1042:2:2;de:09671:1042:2;Bus 2;50,042261;9,036576;00000000;-;-;-;;BEG;-;-;-;;nein
244887;Q;de:09671:1042:3:3;de:09671:1042:3;Gleis 3;50,042244;9,037231;00000000;-;-;-;;BEG;-;-;-;;nein
244888;S;de:09671:1055;de:09671:1055;Kahl (Main);50,07687;9,005467;09671134;Kahl a. Main;;;;BEG;-;D925C700041F;-;2026-12-12T00:00:00;nein
244889;A;de:09671:1055:1;de:09671:1055;Gleis 1;50,076737;9,005018;00000000;-;-;-;;BEG;-;-;-;;nein
244890;A;de:09671:1055:2;de:09671:1055;Bus;50,076466;9,005162;00000000;-;-;-;;BEG;-;-;-;;nein
244891;A;de:09671:1055:3;de:09671:1055;Gleis 5 (KVG);50,077002;9,005377;00000000;-;-;-;;BEG;-;-;-;;nein
244892;A;de:09671:1055:4;de:09671:1055;Gleis 2+3;50,076835;9,005153;00000000;-;-;-;;BEG;-;-;-;;nein
244893;A;de:09671:1055:6;de:09671:1055;SEV;50,078092;9,003482;00000000;-;-;-;;BEG;-;-;-;;nein
244894;A;de:09671:1055:70;de:09671:1055;Unterführung;50,076668;9,005494;00000000;-;-;-;;BEG;-;-;-;;nein
244895;A;de:09671:1055:80;de:09671:1055;P+R;50,077193;9,003931;00000000;-;-;-;;BEG;-;-;-;;nein
244896;A;de:09671:1055:81;de:09671:1055;B+R;50,076345;9,005476;00000000;-;-;-;;BEG;-;-;-;;nein
244897;A;de:09671:1055:90;de:09671:1055;Eingang Bahnhof;50,076484;9,005242;00000000;-;-;-;;BEG;-;-;-;;nein
244898;A;de:09671:1055:91;de:09671:1055;Eingang Gleis 5;50,077239;9,005072;00000000;-;-;-;;BEG;-;-;-;;nein
244899;Q;de:09671:1055:1:1;de:09671:1055:1;Gleis 1;50,076639;9,005287;00000000;-;-;-;;BEG;-;-;-;;nein
244900;Q;de:09671:1055:1:1a;de:09671:1055:1;Gleis 1a;50,076927;9,00465;00000000;-;-;-;;BEG;-;-;-;;nein
244901;Q;de:09671:1055:2:1;de:09671:1055:2;Steig 1;50,076432;9,005072;00000000;-;-;-;;BEG;-;-;-;;nein
244902;Q;de:09671:1055:4:5;de:09671:1055:3;Gleis KVG;50,076824;9,005575;00000000;-;-;-;;BEG;-;-;-;;nein
244903;Q;de:09671:1055:3:2;de:09671:1055:4;Gleis 2;50,076674;9,005332;00000000;-;-;-;;BEG;-;-;-;;nein
244904;Q;de:09671:1055:3:3;de:09671:1055:4;Gleis 3;50,076726;9,005449;00000000;-;-;-;;BEG;-;-;-;;nein
244905;Q;de:09671:1055:6:1;de:09671:1055:6;SEV1;50,078092;9,003482;00000000;-;-;-;;BEG;-;-;-;;nein
244906;Q;de:09671:1055:6:2;de:09671:1055:6;SEV2;50,078092;9,003482;00000000;-;-;-;;BEG;-;-;-;;nein
244907;S;de:09671:1197;de:09671:1197;Hösbach;49,999712;9,229004;09671130;Hösbach;-;-;;BEG;-;D925C70004AD;-;2026-12-12T00:00:00;nein
244908;A;de:09671:1197:1;de:09671:1197;Zug->Gemünden;49,99966;9,228869;00000000;-;-;-;Zug->Gemünden;BEG;-;-;-;;nein
244909;A;de:09671:1197:2;de:09671:1197;Bus;49,999302;9,228635;00000000;-;-;-;Bus;BEG;-;-;-;;nein
244910;A;de:09671:1197:3;de:09671:1197;Zug->AB;49,999776;9,229031;00000000;-;-;-;Zug->AB;BEG;-;-;-;;nein
244911;A;de:09671:1197:70;de:09671:1197;Unterführung;49,99966;9,229246;00000000;-;-;-;Unterführung;BEG;-;-;-;;nein
244912;A;de:09671:1197:90;de:09671:1197;Eingang mit B+R;49,999568;9,229156;00000000;-;-;-;Eingang mit B+R;BEG;-;-;-;;nein
244913;A;de:09671:1197:91;de:09671:1197;Eingang;49,999608;9,228869;00000000;-;-;-;Eingang;BEG;-;-;-;;nein
244914;Q;de:09671:1197:1:1;de:09671:1197:1;Gleis 1;49,999718;9,228869;00000000;-;-;-;Gleis 1;BEG;-;-;-;;nein
244915;Q;de:09671:1197:2:1;de:09671:1197:2;Bus 1;49,999395;9,228573;00000000;-;-;-;Bus 1;BEG;-;-;-;;nein
244916;Q;de:09671:1197:2:2;de:09671:1197:2;Bus 2;49,999221;9,22868;00000000;-;-;-;Bus 2;BEG;-;-;-;;nein
244917;Q;de:09671:1197:3:2;de:09671:1197:3;Gleis 2;49,999764;9,228887;00000000;-;-;-;Gleis 2;BEG;-;-;-;;nein
244918;S;de:09671:1228;de:09671:1228;Rothenbuch, Abzw. Siedlung;49,969538;9,400375;09671148;Rothenbuch;;;;BEG;-;D925C70004CC;-;2026-12-12T00:00:00;nein
244919;Q;de:09671:1228:0:1;de:09671:1228;Rothenbuch, Abzw. Siedlung 01;49,969538;9,400375;00000000;-;-;-;;BEG;-;-;-;;nein
244920;S;de:09671:1359;de:09671:1359;Alzenau, Busbahnhof;50,086802;9,071646;09671111;Alzenau;;;;BEG;-;D925C700054F;-;2026-12-12T00:00:00;nein
244921;Q;de:09671:1359:0:1;de:09671:1359;Bus 1;50,08675;9,071538;00000000;-;-;-;;BEG;-;-;-;;nein
244922;Q;de:09671:1359:0:2;de:09671:1359;Bus 2;50,086739;9,071565;00000000;-;-;-;;BEG;-;-;-;;nein
244923;Q;de:09671:1359:0:3;de:09671:1359;Bus 3;50,086854;9,071439;00000000;-;-;-;;BEG;-;-;-;;nein
244924;S;de:09671:1361;de:09671:1361;Michelbach (Ufr);50,099815;9,104497;09671111;Alzenau;;;;BEG;-;D925C7000551;-;2026-12-12T00:00:00;nein
244925;A;de:09671:1361:1;de:09671:1361;Zug;50,099815;9,104497;00000000;-;-;-;;BEG;-;-;-;;nein
244926;A;de:09671:1361:2;de:09671:1361;Bus;50,100143;9,101946;00000000;-;-;-;;BEG;-;-;-;;nein
244927;A;de:09671:1361:80;de:09671:1361;P+R;50,100132;9,103294;00000000;-;-;-;;BEG;-;-;-;;nein
244928;A;de:09671:1361:81;de:09671:1361;B+R;50,100109;9,103653;00000000;-;-;-;;BEG;-;-;-;;nein
244929;A;de:09671:1361:90;de:09671:1361;Eingang;50,099953;9,103806;00000000;-;-;-;;BEG;-;-;-;;nein
244930;A;de:09671:51275:3;de:09671:1361;SEV;50,100132;9,10368;00000000;-;-;-;;BEG;-;-;-;;nein
244931;Q;de:09671:1361:1:1;de:09671:1361:1;Gleis 1;50,09978;9,104327;00000000;-;-;-;;BEG;-;-;-;;nein
244932;Q;de:09671:1361:1:2;de:09671:1361:1;Gleis 2;50,099844;9,104372;00000000;-;-;-;;BEG;-;-;-;;nein
244933;Q;de:09671:1361:2:1;de:09671:1361:2;Bus 1;50,100143;9,102063;00000000;-;-;-;;BEG;-;-;-;;nein
244934;Q;de:09671:1361:2:2;de:09671:1361:2;Bus 2;50,100132;9,101856;00000000;-;-;-;;BEG;-;-;-;;nein
244935;Q;de:09671:51275:3:1;de:09671:51275:3;SEV1;50,100132;9,103689;00000000;-;-;-;;BEG;-;-;-;;nein
244936;Q;de:09671:51275:3:2;de:09671:51275:3;SEV2;50,100184;9,103689;00000000;-;-;-;;BEG;-;-;-;;nein
244937;S;de:09671:1374;de:09671:1374;Blankenbach;50,065206;9,230064;09671113;Blankenbach;;;;BEG;-;D925C700055E;-;2026-12-12T00:00:00;nein
244938;A;de:09671:1374:1;de:09671:1374;Zug;50,065206;9,230064;00000000;-;-;-;;BEG;-;-;-;;nein
244939;A;de:09671:1374:2;de:09671:1374;Bus;50,06565;9,230234;00000000;-;-;-;;BEG;-;-;-;;nein
244940;A;de:09671:1374:90;de:09671:1374;Eingang Nord;50,065448;9,230387;00000000;-;-;-;;BEG;-;-;-;;nein
244941;A;de:09671:1374:91;de:09671:1374;Eingang Mitte;50,065287;9,230055;00000000;-;-;-;;BEG;-;-;-;;nein
244942;Q;de:09671:1374:1:1;de:09671:1374:1;Gleis 1;50,065125;9,229983;00000000;-;-;-;;BEG;-;-;-;;nein
244943;Q;de:09671:1374:2:1;de:09671:1374:2;Bus 1;50,065621;9,230181;00000000;-;-;-;;BEG;-;-;-;;nein
244944;Q;de:09671:1374:2:2;de:09671:1374:2;Bus 2;50,065684;9,230261;00000000;-;-;-;;BEG;-;-;-;;nein
244945;S;de:09671:1644;de:09671:1644;Rothenbuch, Jägerwiese;49,96859;9,399459;09671148;Rothenbuch;;;;BEG;-;D925C700066C;-;2026-12-12T00:00:00;nein
244946;Q;de:09671:1644:0:2;de:09671:1644;Rothenbuch, Jägerwiese 02;49,96859;9,399459;00000000;-;-;-;;BEG;-;-;-;;nein
244947;S;de:09671:1645;de:09671:1645;Rothenbuch, Schloß;49,967302;9,397618;09671148;Rothenbuch;;;;BEG;-;D925C700066D;-;2026-12-12T00:00:00;nein
244948;Q;de:09671:1645:0:1;de:09671:1645;Rothenbuch, Schloß 01;49,967302;9,397618;00000000;-;-;-;;BEG;-;-;-;;nein
244949;S;de:09671:1646;de:09671:1646;Rothenbuch, Hauptstraße;49,966423;9,395147;09671148;Rothenbuch;;;;BEG;-;D925C700066E;-;2026-12-12T00:00:00;nein
244950;Q;de:09671:1646:0:1;de:09671:1646;Rothenbuch, Hauptstraße2;49,966447;9,395156;00000000;-;-;-;;BEG;-;-;-;;nein
244951;Q;de:09671:1646:0:2;de:09671:1646;Rothenbuch, Hauptstraße1;49,966406;9,395129;00000000;-;-;-;;BEG;-;-;-;;nein
244952;S;de:09671:1651;de:09671:1651;Rothenbuch, Sportplatz;49,96365;9,388994;09671148;Rothenbuch;;;;BEG;-;D925C7000673;-;2026-12-12T00:00:00;nein
244953;Q;de:09671:1651:0:1;de:09671:1651;Rothenbuch, Sportplatz 01;49,963673;9,388482;00000000;-;-;-;;BEG;-;-;-;;nein
244954;Q;de:09671:1651:0:2;de:09671:1651;Rothenbuch, Sportplatz 02;49,963627;9,389506;00000000;-;-;-;;BEG;-;-;-;;nein
244955;S;de:09671:1653;de:09671:1653;Laufach, Abzw. Bahnhof;50,01044;9,280828;09671139;Laufach;-;-;;BEG;-;D925C7000675;-;2026-12-12T00:00:00;nein
244956;Q;de:09671:1653:0:1;de:09671:1653;Steig 1;50,010405;9,28081;00000000;-;-;-;Steig 1;BEG;-;-;-;;nein
244957;Q;de:09671:1653:0:2;de:09671:1653;Steig 2;50,010555;9,281645;00000000;-;-;-;Steig 2;BEG;-;-;-;;nein
244958;S;de:09671:1992;de:09671:1992;Rückersbacher Schlucht;50,019629;9,057183;09671136;Kleinostheim;;;;BEG;-;D925C70007C8;-;2026-12-12T00:00:00;nein
244959;A;de:09671:1992:1;de:09671:1992;Zug -> AB;50,019872;9,057048;00000000;-;-;-;;BEG;-;-;-;;nein
244960;A;de:09671:1992:2;de:09671:1992;Bus;50,019283;9,057866;00000000;-;-;-;;BEG;-;-;-;;nein
244961;A;de:09671:1992:3;de:09671:1992;Zug -> Kahl;50,019826;9,056914;00000000;-;-;-;;BEG;-;-;-;;nein
244962;A;de:09671:1992:90;de:09671:1992;Eingang -> AB;50,019093;9,057372;00000000;-;-;-;;BEG;-;-;-;;nein
244963;A;de:09671:1992:91;de:09671:1992;Eingang -> Kahl;50,019237;9,05774;00000000;-;-;-;;BEG;-;-;-;;nein
244964;Q;de:09671:1992:1:1;de:09671:1992:1;Gleis 1;50,019935;9,056958;00000000;-;-;-;;BEG;-;-;-;;nein
244965;Q;de:09671:1992:2:1;de:09671:1992:2;Steig 1;50,019329;9,057902;00000000;-;-;-;;BEG;-;-;-;;nein
244966;Q;de:09671:1992:2:2;de:09671:1992:2;Steig 2;50,019266;9,057947;00000000;-;-;-;;BEG;-;-;-;;nein
244967;Q;de:09671:1992:3:2;de:09671:1992:3;Gleis 2;50,019906;9,056887;00000000;-;-;-;;BEG;-;-;-;;nein
244968;S;de:09671:20265;de:09671:20265;Kleinostheim, Neues Rathaus;50,006912;9,056473;09671136;Kleinostheim;;;;BEG;-;D925C7004F29;-;2026-12-11T00:00:00;nein
244969;Q;de:09671:20265:0:1;de:09671:20265;Kleinostheim, Neues Rathaus 01;50,006912;9,056473;00000000;-;-;-;;BEG;-;-;-;;nein
244970;Q;de:09671:20265:0:2;de:09671:20265;Kleinostheim, Neues Rathaus 02;50,006912;9,056473;00000000;-;-;-;;BEG;-;-;-;;nein
244971;S;de:09671:2051;de:09671:2051;Rothenbuch, Rabenhausen;49,971387;9,399001;09671148;Rothenbuch;;;;BEG;-;D925C7000803;-;2026-12-12T00:00:00;nein
244972;Q;de:09671:2051:0:1;de:09671:2051;Rothenbuch, Rabenhausen 01;49,971387;9,399001;00000000;-;-;-;;BEG;-;-;-;;nein
244973;S;de:09671:20517;de:09671:20517;Kahl/M., Rathaus;50,068988;9,006015;09671134;Kahl a. Main;;;;BEG;-;D925C7005025;-;2026-12-12T00:00:00;nein
244974;Q;de:09671:20517:0:1;de:09671:20517;Kahl, Rathaus 01;50,068435;9,006437;00000000;-;-;-;;BEG;-;-;-;;nein
244975;Q;de:09671:20517:0:2;de:09671:20517;Kahl, Rathaus 02;50,069548;9,005602;00000000;-;-;-;;BEG;-;-;-;;nein
244976;S;de:09671:20518;de:09671:20518;Kahl/M., Kirchwegtannen;50,063551;9,005108;09671134;Kahl a. Main;;;;BEG;-;D925C7005026;-;2026-12-12T00:00:00;nein
244977;Q;de:09671:20518:0:1;de:09671:20518;Kahl, Kirchwegtannen 01;50,063551;9,005135;00000000;-;-;-;;BEG;-;-;-;;nein
244978;Q;de:09671:20518:0:2;de:09671:20518;Kahl, Kirchwegtannen 02;50,063551;9,00509;00000000;-;-;-;;BEG;-;-;-;;nein
244979;S;de:09671:20519;de:09671:20519;Großwelzheim, Kimmelsteich;50,058943;8,997149;09671114;Karlstein a. Main;;;;BEG;-;D925C7005027;-;2026-12-12T00:00:00;nein
244980;Q;de:09671:20519:0:1;de:09671:20519;Großwelzheim, Kimmelsteich 01;50,058937;8,99714;00000000;-;-;-;;BEG;-;-;-;;nein
244981;Q;de:09671:20519:0:2;de:09671:20519;Großwelzheim, Kimmelsteich 02;50,058955;8,997158;00000000;-;-;-;;BEG;-;-;-;;nein
244982;S;de:09671:20520;de:09671:20520;Großwelzheim, Denkmal;50,047984;9,008782;09671114;Karlstein a. Main;;;;BEG;-;D925C7005028;-;2026-12-12T00:00:00;nein
244983;Q;de:09671:20520:0:1;de:09671:20520;Großwelzheim, Denkmal 01;50,047984;9,008755;00000000;-;-;-;;BEG;-;-;-;;nein
244984;Q;de:09671:20520:0:2;de:09671:20520;Großwelzheim, Denkmal 02;50,047984;9,0088;00000000;-;-;-;;BEG;-;-;-;;nein
244985;S;de:09671:20521;de:09671:20521;Großwelzheim, Altes Rathaus;50,047898;9,016777;09671114;Karlstein a. Main;;;;BEG;-;D925C7005029;-;2026-12-12T00:00:00;nein
244986;Q;de:09671:20521:0:1;de:09671:20521;Großwelzheim, Altes Rathaus 01;50,047903;9,016777;00000000;-;-;-;;BEG;-;-;-;;nein
244987;Q;de:09671:20521:0:2;de:09671:20521;Großwelzheim, Altes Rathaus 02;50,047892;9,016777;00000000;-;-;-;;BEG;-;-;-;;nein
244988;S;de:09671:20522;de:09671:20522;Karlstein/M., Rathaus;50,045579;9,024053;09671114;Karlstein a. Main;;;;BEG;-;D925C700502A;-;2026-12-12T00:00:00;nein
244989;Q;de:09671:20522:0:1;de:09671:20522;Karlstein, Rathaus 01;50,045481;9,024233;00000000;-;-;-;;BEG;-;-;-;;nein
244990;Q;de:09671:20522:0:2;de:09671:20522;Karlstein, Rathaus 02;50,045677;9,023873;00000000;-;-;-;;BEG;-;-;-;;nein
244991;S;de:09671:20523;de:09671:20523;Dettingen (Main), Mitte;50,0409;9,032165;09671114;Karlstein a. Main;;;;BEG;-;D925C700502B;-;2026-12-12T00:00:00;nein
244992;Q;de:09671:20523:0:1;de:09671:20523;1;50,040958;9,032246;00000000;-;-;-;;BEG;-;-;-;;nein
244993;Q;de:09671:20523:0:2;de:09671:20523;2;50,040888;9,032102;00000000;-;-;-;;BEG;-;-;-;;nein
244994;S;de:09671:20524;de:09671:20524;Dettingen/M., Ost;50,035909;9,037258;09671114;Karlstein a. Main;;;;BEG;-;D925C700502C;-;2026-12-12T00:00:00;nein
244995;Q;de:09671:20524:0:1;de:09671:20524;Dettingen, Ost 01;50,036255;9,036953;00000000;-;-;-;;BEG;-;-;-;;nein
244996;Q;de:09671:20524:0:2;de:09671:20524;Dettingen, Ost 02;50,035563;9,037564;00000000;-;-;-;;BEG;-;-;-;;nein
244997;S;de:09671:20525;de:09671:20525;Kleinostheim, Industriegebiet West;50,025926;9,045891;09671136;Kleinostheim;;;;BEG;-;D925C700502D;-;2026-12-12T00:00:00;nein
244998;Q;de:09671:20525:0:1;de:09671:20525;Kleinostheim, Industriegebiet West 01;50,026122;9,045783;00000000;-;-;-;;BEG;-;-;-;;nein
244999;Q;de:09671:20525:0:2;de:09671:20525;Kleinostheim, Industriegebiet West 02;50,025724;9,045999;00000000;-;-;-;;BEG;-;-;-;;nein
245000;S;de:09671:20527;de:09671:20527;Kleinostheim, Abzw. Waldstadt;50,013736;9,052682;09671136;Kleinostheim;;;;BEG;-;D925C700502F;-;2026-12-12T00:00:00;nein
245001;Q;de:09671:20527:0:1;de:09671:20527;Kleinostheim, Abzw. Waldstadt 01;50,013996;9,052548;00000000;-;-;-;;BEG;-;-;-;;nein
245002;Q;de:09671:20527:0:2;de:09671:20527;Kleinostheim, Abzw. Waldstadt 02;50,013476;9,052826;00000000;-;-;-;;BEG;-;-;-;;nein
