SeqNo;Type;DHID;Parent;Name;Latitude;Longitude;MunicipalityCode;Municipality;DistrictCode;District;Description;Authority;DelfiName;THID;TariffProvider;LastOperationDate;SEV
242291;S;de:09661:1080;de:09661:1080;Aschaffenburg Süd;49,968457;9,152584;09661000;Aschaffenburg;-;-;;BEG;-;D925BD000438;-;2026-12-12T00:00:00;nein
242292;A;de:09661:1080:1;de:09661:1080;Gleis 1;49,968486;9,152557;00000000;-;-;-;Gleis 1;BEG;-;-;-;;nein
242293;A;de:09661:1080:2;de:09661:1080;Bus;49,968608;9,151641;00000000;-;-;-;Bus;BEG;-;-;-;;nein
242294;A;de:09661:1080:3;de:09661:1080;Gleis 2+3;49,968527;9,152719;00000000;-;-;-;Gleis 2+3;BEG;-;-;-;;nein
242295;A;de:09661:1080:70;de:09661:1080;Unterführung;49,968307;9,151973;00000000;-;-;-;Unterführung;BEG;-;-;-;;nein
242296;A;de:09661:1080:90;de:09661:1080;Eingang West;49,968324;9,15156;00000000;-;-;-;Eingang West;BEG;-;-;-;;nein
242297;A;de:09661:1080:91;de:09661:1080;Eingang Ost;49,968475;9,152081;00000000;-;-;-;Eingang Ost;BEG;-;-;-;;nein
242298;Q;de:09661:1080:1:1;de:09661:1080:1;Gleis 1;49,968272;9,151803;00000000;-;-;-;Gleis 1;BEG;-;-;-;;nein
242299;Q;de:09661:1080:2:1;de:09661:1080:2;Bus 1;49,968538;9,151425;00000000;-;-;-;Bus 1;BEG;-;-;-;;nein
242300;Q;de:09661:1080:2:2;de:09661:1080:2;Bus 2;49,968631;9,151794;00000000;-;-;-;Bus 2;BEG;-;-;-;;nein
242301;Q;de:09661:1080:3:2;de:09661:1080:3;Gleis 2;49,968024;9,151021;00000000;-;-;-;Gleis 2;BEG;-;-;-;;nein
242302;Q;de:09661:1080:3:3;de:09661:1080:3;Gleis 3;49,967937;9,151084;00000000;-;-;-;Gleis 3;BEG;-;-;-;;nein
242303;S;de:09661:1481;de:09661:1481;Aschaffenburg, Stadtpalais;49,97981;9,145029;09661000;Aschaffenburg;-;-;;BEG;-;D925BD0005C9;-;2026-12-12T00:00:00;nein
242304;Q;de:09661:1481:0:1;de:09661:1481;Steig 1;49,979816;9,145433;00000000;-;-;-;Steig 1;BEG;-;-;-;;nein
242305;Q;de:09661:1481:0:2;de:09661:1481;Steig 2;49,979821;9,144939;00000000;-;-;-;Steig 2;BEG;-;-;-;;nein
242306;S;de:09661:1493;de:09661:1493;Aschaffenburg, Ludwigsallee;49,975899;9,16216;09661000;Aschaffenburg;-;-;;BEG;-;D925BD0005D5;-;2026-12-12T00:00:00;nein
242307;Q;de:09661:1493:0:1;de:09661:1493;Bus 2;49,975743;9,162753;00000000;-;-;-;Bus 2;BEG;-;-;-;;nein
242308;Q;de:09661:1493:0:2;de:09661:1493;Bus 1;49,975974;9,161684;00000000;-;-;-;Bus 1;BEG;-;-;-;;nein
242309;S;de:09661:20541;de:09661:20541;Aschaffenburg, Lackfabrik;49,979908;9,114702;09661000;Aschaffenburg;;;;BEG;-;D925BD00503D;-;2026-12-12T00:00:00;nein
242310;Q;de:09661:20541:0:1;de:09661:20541;Aschaffenburg, Lackfabrik 01;49,979908;9,114702;00000000;-;-;-;;BEG;-;-;-;;nein
242311;Q;de:09661:20541:0:2;de:09661:20541;Aschaffenburg, Lackfabrik 02;49,979908;9,114702;00000000;-;-;-;;BEG;-;-;-;;nein
242312;S;de:09661:20542;de:09661:20542;Aschaffenburg, Horchstr.;49,980422;9,11702;09661000;Aschaffenburg;;;;BEG;-;D925BD00503E;-;2026-12-12T00:00:00;nein
242313;Q;de:09661:20542:0:1;de:09661:20542;Aschaffenburg, Horchstr. 01;49,980422;9,11702;00000000;-;-;-;;BEG;-;-;-;;nein
242314;Q;de:09661:20542:0:2;de:09661:20542;Aschaffenburg, Horchstr. 02;49,980428;9,114711;00000000;-;-;-;;BEG;-;-;-;;nein
242315;S;de:09661:20543;de:09661:20543;Aschaffenburg, Cunibertstr.;49,980272;9,131249;09661000;Aschaffenburg;;;;BEG;-;D925BD00503F;-;2026-12-12T00:00:00;nein
242316;Q;de:09661:20543:0:1;de:09661:20543;Aschaffenburg, Cunibertstr. 01;49,980307;9,131339;00000000;-;-;-;;BEG;-;-;-;;nein
242317;Q;de:09661:20543:0:2;de:09661:20543;Aschaffenburg, Cunibertstr. 02;49,980243;9,131159;00000000;-;-;-;;BEG;-;-;-;;nein
242318;S;de:09661:20544;de:09661:20544;Aschaffenburg, Pompejanumstr.;49,978637;9,138786;09661000;Aschaffenburg;;;;BEG;-;D925BD005040;-;2026-12-12T00:00:00;nein
242319;Q;de:09661:20544:0:1;de:09661:20544;Aschaffenburg, Pompejanumstr. 01;49,978637;9,138786;00000000;-;-;-;;BEG;-;-;-;;nein
242320;Q;de:09661:20544:0:2;de:09661:20544;Aschaffenburg, Pompejanumstr. 02;49,978637;9,138786;00000000;-;-;-;;BEG;-;-;-;;nein
242321;S;de:09661:50101;de:09661:50101;Aschaffenburg, Hofgartenstr.;49,974674;9,154713;09661000;Aschaffenburg;;;;BEG;-;D925BD00C3B5;-;2026-12-12T00:00:00;nein
242322;Q;de:09661:50101:0:1;de:09661:50101;Aschaffenburg, Hofgartenstr. 01;49,974674;9,154713;00000000;-;-;-;;BEG;-;-;-;;nein
242323;Q;de:09661:50101:0:2;de:09661:50101;Aschaffenburg, Hofgartenstr. 02;49,974674;9,154713;00000000;-;-;-;;BEG;-;-;-;;nein
242324;S;de:09661:50102;de:09661:50102;Aschaffenburg, Löherstr.;49,972606;9,145919;09661000;Aschaffenburg;;;;BEG;-;D925BD00C3B6;-;2026-12-12T00:00:00;nein
242325;Q;de:09661:50102:0:1;de:09661:50102;Aschaffenburg, Löherstr. 01;49,97334;9,147239;00000000;-;-;-;;BEG;-;-;-;;nein
242326;Q;de:09661:50102:0:2;de:09661:50102;Aschaffenburg, Löherstr. 02;49,971872;9,144607;00000000;-;-;-;;BEG;-;-;-;;nein
242327;Q;de:09661:50102:0:3;de:09661:50102;Aschaffenburg, Löherstr. 03;49,973224;9,147104;00000000;-;-;-;;BEG;-;-;-;;nein
242328;S;de:09661:50103;de:09661:50103;Aschaffenburg, Stadtbad (P+R);49,972057;9,135911;09661000;Aschaffenburg;;;;BEG;-;D925BD00C3B7;-;2026-12-12T00:00:00;nein
242329;Q;de:09661:50103:0:1;de:09661:50103;Aschaffenburg, Stadtbad (P+R) 01;49,972057;9,135911;00000000;-;-;-;;BEG;-;-;-;;nein
242330;Q;de:09661:50103:0:2;de:09661:50103;Aschaffenburg, Stadtbad (P+R) 02;49,971895;9,135974;00000000;-;-;-;;BEG;-;-;-;;nein
242331;S;de:09661:50104;de:09661:50104;AB-Leider, Berufsschule;49,974559;9,126946;09661000;Aschaffenburg;;;;BEG;-;D925BD00C3B8;-;2026-12-12T00:00:00;nein
242332;Q;de:09661:50104:0:1;de:09661:50104;AB-Leider, Berufsschule 01;49,974559;9,126946;00000000;-;-;-;;BEG;-;-;-;;nein
242333;Q;de:09661:50104:0:2;de:09661:50104;AB-Leider, Berufsschule 02;49,974582;9,126488;00000000;-;-;-;;BEG;-;-;-;;nein
242334;S;de:09661:50106;de:09661:50106;AB-Leider, Schönbusch;49,966423;9,107938;09661000;Aschaffenburg;;;;BEG;-;D925BD00C3BA;-;2026-12-12T00:00:00;nein
242335;Q;de:09661:50106:0:1;de:09661:50106;AB-Leider, Schönbusch 01;49,966267;9,107031;00000000;-;-;-;;BEG;-;-;-;;nein
242336;Q;de:09661:50106:0:2;de:09661:50106;AB-Leider, Schönbusch 02;49,966579;9,108845;00000000;-;-;-;;BEG;-;-;-;;nein
242337;S;de:09661:50109;de:09661:50109;AB-Leider, Wailandstr.;49,948126;9,098622;09661000;Aschaffenburg;;;;BEG;-;D925BD00C3BD;-;2025-11-07T00:00:00;nein
242338;Q;de:09661:50109:0:1;de:09661:50109;AB-Leider, Wailandstr. 01;49,948126;9,098622;00000000;-;-;-;;BEG;-;-;-;;nein
242339;S;de:09661:50119;de:09661:50119;Aschaffenburg, Fasanerie;49,97806;9,169688;09661000;Aschaffenburg;;;;BEG;-;D925BD00C3C7;-;2026-12-11T00:00:00;nein
242340;Q;de:09661:50119:0:1;de:09661:50119;Aschaffenburg, Fasanerie 01;49,977944;9,169365;00000000;-;-;-;;BEG;-;-;-;;nein
242341;Q;de:09661:50119:0:2;de:09661:50119;Aschaffenburg, Fasanerie 02;49,978175;9,170011;00000000;-;-;-;;BEG;-;-;-;;nein
242342;S;de:09661:50122;de:09661:50122;Aschaffenburg, Freihofsplatz;49,974085;9,147275;09661000;Aschaffenburg;;;;BEG;-;D925BD00C3CA;-;2026-12-12T00:00:00;nein
242343;Q;de:09661:50122:0:1;de:09661:50122;Aschaffenburg, Freihofsplatz 01;49,974356;9,146817;00000000;-;-;-;;BEG;-;-;-;;nein
242344;Q;de:09661:50122:0:2;de:09661:50122;Aschaffenburg, Freihofsplatz 02;49,974085;9,147275;00000000;-;-;-;;BEG;-;-;-;;nein
242345;S;de:09661:50131;de:09661:50131;Aschaffenburg, Stadtwerke;49,966759;9,143772;09661000;Aschaffenburg;;;;BEG;-;D925BD00C3D3;-;2026-12-12T00:00:00;nein
242346;Q;de:09661:50131:0:1;de:09661:50131;Aschaffenburg, Stadtwerke 01;49,967377;9,144194;00000000;-;-;-;;BEG;-;-;-;;nein
242347;Q;de:09661:50131:0:2;de:09661:50131;Aschaffenburg, Stadtwerke 02;49,966135;9,143358;00000000;-;-;-;;BEG;-;-;-;;nein
242348;S;de:09661:50132;de:09661:50132;Aschaffenburg, Am Bischberg;49,957755;9,131851;09661000;Aschaffenburg;;;;BEG;-;D925BD00C3D4;-;2026-12-12T00:00:00;nein
242349;Q;de:09661:50132:0:1;de:09661:50132;Aschaffenburg, Am Bischberg 01;49,957755;9,131851;00000000;-;-;-;;BEG;-;-;-;;nein
242350;Q;de:09661:50132:0:2;de:09661:50132;Aschaffenburg, Am Bischberg 02;49,957755;9,131851;00000000;-;-;-;;BEG;-;-;-;;nein
242351;S;de:09661:50133;de:09661:50133;AB-Obernau, Maintalstr.;49,939055;9,128833;09661000;Aschaffenburg;;;;BEG;-;D925BD00C3D5;-;2026-12-12T00:00:00;nein
242352;Q;de:09661:50133:0:1;de:09661:50133;AB-Obernau, Maintalstr. 01;49,939027;9,128833;00000000;-;-;-;;BEG;-;-;-;;nein
242353;Q;de:09661:50133:0:2;de:09661:50133;AB-Obernau, Maintalstr. 02;49,939079;9,128833;00000000;-;-;-;;BEG;-;-;-;;nein
242354;S;de:09661:50162;de:09661:50162;Aschaffenburg, Maximilianstr.;49,979411;9,136855;09661000;Aschaffenburg;;;;BEG;-;D925BD00C3F2;-;2026-12-12T00:00:00;nein
242355;Q;de:09661:50162:0:1;de:09661:50162;Aschaffenburg, Maximilianstr. 01;49,979411;9,136855;00000000;-;-;-;;BEG;-;-;-;;nein
242356;Q;de:09661:50162:0:2;de:09661:50162;Aschaffenburg, Maximilianstr. 02;49,979411;9,136855;00000000;-;-;-;;BEG;-;-;-;;nein
242357;S;de:09661:50170;de:09661:50170;AB-Nilkheim, Am Welzbach;49,944773;9,09917;09661000;Aschaffenburg;;;;BEG;-;D925BD00C3FA;-;2026-12-12T00:00:00;nein
242358;Q;de:09661:50170:0:1;de:09661:50170;AB-Nilkheim, Am Welzbach 01;49,944392;9,098631;00000000;-;-;-;;BEG;-;-;-;;nein
242359;Q;de:09661:50170:0:2;de:09661:50170;AB-Nilkheim, Am Welzbach 02;49,945155;9,099718;00000000;-;-;-;;BEG;-;-;-;;nein
242360;S;de:09661:50174;de:09661:50174;Aschaffenburg, Stadthalle;49,976147;9,144436;09661000;Aschaffenburg;;;;BEG;-;D925BD00C3FE;-;2026-12-12T00:00:00;nein
242361;Q;de:09661:50174:0:1;de:09661:50174;Aschaffenburg, Stadthalle 01;49,975882;9,144095;00000000;-;-;-;;BEG;-;-;-;;nein
242362;Q;de:09661:50174:0:2;de:09661:50174;Aschaffenburg, Stadthalle 02;49,976413;9,144769;00000000;-;-;-;;BEG;-;-;-;;nein
242363;S;de:09661:50194;de:09661:50194;AB-Leider, Waldfriedhof;49,9635;9,097733;09661000;Aschaffenburg;;;;BEG;-;D925BD00C412;-;2026-12-12T00:00:00;nein
242364;Q;de:09661:50194:0:1;de:09661:50194;AB-Leider, Waldfriedhof 01;49,963523;9,097679;00000000;-;-;-;;BEG;-;-;-;;nein
242365;Q;de:09661:50194:0:2;de:09661:50194;AB-Leider, Waldfriedhof 02;49,963476;9,097787;00000000;-;-;-;;BEG;-;-;-;;nein
242366;Q;de:09661:50194:0:3;de:09661:50194;AB-Leider, Waldfriedhof 04;49,963956;9,097733;00000000;-;-;-;;BEG;-;-;-;;nein
242367;S;de:09661:50196;de:09661:50196;AB-Nilkheim, Nilkheimer Hof;49,950941;9,11013;09661000;Aschaffenburg;;;;BEG;-;D925BD00C414;-;2026-12-12T00:00:00;nein
242368;Q;de:09661:50196:0:1;de:09661:50196;AB-Nilkheim, Nilkheimer Hof 01;49,951149;9,110453;00000000;-;-;-;;BEG;-;-;-;;nein
242369;Q;de:09661:50196:0:2;de:09661:50196;AB-Nilkheim, Nilkheimer Hof 02;49,950739;9,109815;00000000;-;-;-;;BEG;-;-;-;;nein
242370;S;de:09661:50199;de:09661:50199;Aschaffenburg, Hochschule;49,971381;9,159833;09661000;Aschaffenburg;;;;BEG;-;D925BD00C417;-;2026-12-12T00:00:00;nein
242371;Q;de:09661:50199:0:1;de:09661:50199;Aschaffenburg, Hochschule 01;49,971381;9,159833;00000000;-;-;-;;BEG;-;-;-;;nein
242372;Q;de:09661:50199:0:2;de:09661:50199;Aschaffenburg, Hochschule 02;49,971381;9,159833;00000000;-;-;-;;BEG;-;-;-;;nein
242373;S;de:09661:50217;de:09661:50217;Aschaffenburg, Schoberstr.;49,968873;9,16455;09661000;Aschaffenburg;;;;BEG;-;D925BD00C429;-;2026-12-12T00:00:00;nein
242374;Q;de:09661:50217:0:1;de:09661:50217;Aschaffenburg, Schoberstr. 01;49,968873;9,16455;00000000;-;-;-;;BEG;-;-;-;;nein
242375;Q;de:09661:50217:0:2;de:09661:50217;Aschaffenburg, Schoberstr. 02;49,968873;9,16455;00000000;-;-;-;;BEG;-;-;-;;nein
242376;S;de:09661:50221;de:09661:50221;Steubenstr.;49,960755;9,17621;09661000;Aschaffenburg;-;-;;BEG;-;D925BD00C42D;-;2026-12-12T00:00:00;nein
242377;A;de:09661:50221:0;de:09661:50221;0;49,96076;9,186228;00000000;-;-;-;;BEG;-;-;-;;nein
242378;Q;de:09661:50221:0:1;de:09661:50221;AB-Schweinheim, Steubenstr. 02;49,960321;9,175779;00000000;-;-;-;AB-Schweinheim, Steubenstr. 02;BEG;-;-;-;;nein
242379;Q;de:09661:50221:0:2;de:09661:50221;AB-Schweinheim, Steubenstr. 02;49,96076;9,176228;00000000;-;-;-;AB-Schweinheim, Steubenstr. 02;BEG;-;-;-;;nein
242380;S;de:09661:50223;de:09661:50223;Aschaffenburg, Ernsthofstr.;49,976638;9,154399;09661000;Aschaffenburg;;;;BEG;-;D925BD00C42F;-;2026-12-12T00:00:00;nein
242381;Q;de:09661:50223:0:2;de:09661:50223;Aschaffenburg, Ernsthofstr. 02;49,976638;9,154399;00000000;-;-;-;;BEG;-;-;-;;nein
242382;S;de:09661:50225;de:09661:50225;AB-Nilkheim, Großostheimer Str.;49,959136;9,124;09661000;Aschaffenburg;;;;BEG;-;D925BD00C431;-;2026-12-12T00:00:00;nein
242383;Q;de:09661:50225:0:1;de:09661:50225;AB-Nilkheim, Großostheimer Str. 01;49,959136;9,124;00000000;-;-;-;;BEG;-;-;-;;nein
242384;Q;de:09661:50225:0:2;de:09661:50225;AB-Nilkheim, Großostheimer Str. 02;49,959136;9,124;00000000;-;-;-;;BEG;-;-;-;;nein
242385;S;de:09661:50231;de:09661:50231;AB-Obernau, Brucknerstr.;49,936558;9,13265;09661000;Aschaffenburg;;;;BEG;-;D925BD00C437;-;2026-12-12T00:00:00;nein
242386;Q;de:09661:50231:0:1;de:09661:50231;AB-Obernau, Brucknerstr. 01;49,936558;9,13265;00000000;-;-;-;;BEG;-;-;-;;nein
242387;Q;de:09661:50231:0:2;de:09661:50231;AB-Obernau, Brucknerstr. 02;49,936558;9,13265;00000000;-;-;-;;BEG;-;-;-;;nein
242388;S;de:09661:50232;de:09661:50232;AB-Obernau, Orffstr.;49,936552;9,136028;09661000;Aschaffenburg;;;;BEG;-;D925BD00C438;-;2026-12-12T00:00:00;nein
242389;Q;de:09661:50232:0:1;de:09661:50232;AB-Obernau, Orffstr. 01;49,936552;9,136028;00000000;-;-;-;;BEG;-;-;-;;nein
242390;Q;de:09661:50232:0:2;de:09661:50232;AB-Obernau, Orffstr. 02;49,936552;9,136028;00000000;-;-;-;;BEG;-;-;-;;nein
242391;S;de:09661:50238;de:09661:50238;Aschaffenburg, Nilkheimer Brücke;49,954351;9,12841;09661000;Aschaffenburg;;;;BEG;-;D925BD00C43E;-;2026-12-12T00:00:00;nein
242392;Q;de:09661:50238:0:1;de:09661:50238;Aschaffenburg, Nilkheimer Brücke 01;49,954351;9,12841;00000000;-;-;-;;BEG;-;-;-;;nein
242393;Q;de:09661:50238:0:2;de:09661:50238;Aschaffenburg, Nilkheimer Brücke 02;49,954351;9,12841;00000000;-;-;-;;BEG;-;-;-;;nein
242394;S;de:09661:50239;de:09661:50239;Aschaffenburg, Klarastr.;49,963846;9,139118;09661000;Aschaffenburg;;;;BEG;-;D925BD00C43F;-;2026-12-12T00:00:00;nein
242395;Q;de:09661:50239:0:1;de:09661:50239;Aschaffenburg, Klarastr. 01;49,963846;9,139118;00000000;-;-;-;;BEG;-;-;-;;nein
242396;Q;de:09661:50239:0:2;de:09661:50239;Aschaffenburg, Klarastr. 02;49,963846;9,139118;00000000;-;-;-;;BEG;-;-;-;;nein
242397;S;de:09661:50240;de:09661:50240;Aschaffenburg, Lamprechtstr.;49,971699;9,150473;09661000;Aschaffenburg;;;;BEG;-;D925BD00C440;-;2026-12-12T00:00:00;nein
242398;Q;de:09661:50240:0:1;de:09661:50240;Aschaffenburg, Lamprechtstr. 01;49,971572;9,150518;00000000;-;-;-;;BEG;-;-;-;;nein
242399;Q;de:09661:50240:0:2;de:09661:50240;Aschaffenburg, Lamprechtstr. 02;49,971826;9,150437;00000000;-;-;-;;BEG;-;-;-;;nein
242400;S;de:09661:50252;de:09661:50252;Aschaffenburg, Maria-Ward-Schule;49,969671;9,152333;09661000;Aschaffenburg;;;;BEG;-;D925BD00C44C;-;2026-12-11T00:00:00;nein
242401;Q;de:09661:50252:0:1;de:09661:50252;Aschaffenburg, Maria-Ward-Schule 01;49,969671;9,152333;00000000;-;-;-;;BEG;-;-;-;;nein
242402;S;de:09661:50266;de:09661:50266;AB-Obernau, Am Obstkeller;49,931579;9,139729;09661000;Aschaffenburg;;;;BEG;-;D925BD00C45A;-;2026-12-12T00:00:00;nein
242403;Q;de:09661:50266:0:1;de:09661:50266;AB-Obernau, Am Obstkeller 01;49,931585;9,13972;00000000;-;-;-;;BEG;-;-;-;;nein
242404;Q;de:09661:50266:0:2;de:09661:50266;AB-Obernau, Am Obstkeller 02;49,931574;9,139738;00000000;-;-;-;;BEG;-;-;-;;nein
242405;Q;de:09661:50266:0:3;de:09661:50266;AB-Obernau, Am Obstkeller 03;49,930932;9,140295;00000000;-;-;-;;BEG;-;-;-;;nein
242406;S;de:09661:50357;de:09661:50357;Aschaffenburg, Fasaneriestr.;49,978822;9,160328;09661000;Aschaffenburg;;;;BEG;-;D925BD00C4B5;-;2026-12-12T00:00:00;nein
242407;Q;de:09661:50357:0:1;de:09661:50357;Aschaffenburg, Fasaneriestr. 01;49,978828;9,160346;00000000;-;-;-;;BEG;-;-;-;;nein
242408;Q;de:09661:50357:0:2;de:09661:50357;Aschaffenburg, Fasaneriestr. 02;49,978828;9,160346;00000000;-;-;-;;BEG;-;-;-;;nein
242409;S;de:09661:50393;de:09661:50393;Aschaffenburg, Erthalstr.;49,978724;9,142945;09661000;Aschaffenburg;;;;BEG;-;D925BD00C4D9;-;2026-12-12T00:00:00;nein
242410;Q;de:09661:50393:0:2;de:09661:50393;Aschaffenburg, Erthalstr. 02;49,978724;9,142945;00000000;-;-;-;;BEG;-;-;-;;nein
242411;S;de:09661:50394;de:09661:50394;AB-Nilkheim, Polizei;49,962708;9,129129;09661000;Aschaffenburg;;;;BEG;-;D925BD00C4DA;-;2026-12-12T00:00:00;nein
242412;Q;de:09661:50394:0:1;de:09661:50394;AB-Nilkheim, Polizei 01;49,962702;9,129039;00000000;-;-;-;;BEG;-;-;-;;nein
242413;Q;de:09661:50394:0:2;de:09661:50394;AB-Nilkheim, Polizei 02;49,962708;9,129228;00000000;-;-;-;;BEG;-;-;-;;nein
242414;S;de:09661:50502;de:09661:50502;AB-Nilkheim, West;49,949172;9,106806;09661000;Aschaffenburg;;;;BEG;-;D925BD00C546;-;2026-12-12T00:00:00;nein
242415;Q;de:09661:50502:0:1;de:09661:50502;AB-Nilkheim, Nilkheim West 01;49,949057;9,106545;00000000;-;-;-;;BEG;-;-;-;;nein
242416;Q;de:09661:50502:0:2;de:09661:50502;AB-Nilkheim, Nilkheim West 02;49,949282;9,107066;00000000;-;-;-;;BEG;-;-;-;;nein
242417;S;de:09661:50600;de:09661:50600;Aschaffenburg Flachstraße;49,972063;9,163472;09661000;Aschaffenburg;-;-;;BEG;-;D925BD00C5A8;-;1999-12-31T00:00:00;nein
242418;Q;de:09661:50600:0:1;de:09661:50600;Aschaffenburg, Campus Flachstraße 01;49,972063;9,163472;00000000;-;-;-;Aschaffenburg, Campus Flachstraße 01;BEG;-;-;-;;nein
242419;Q;de:09661:50600:0:2;de:09661:50600;Aschaffenburg, Campus Flachstraße 02;49,972063;9,163472;00000000;-;-;-;Aschaffenburg, Campus Flachstraße 02;BEG;-;-;-;;nein
242420;S;de:09661:50700;de:09661:50700;Aschaffenburg, Schulzentrum;49,974391;9,131069;09661000;Aschaffenburg;;;;BEG;-;D925BD00C60C;-;2026-12-11T00:00:00;nein
242421;Q;de:09661:50700:0:1;de:09661:50700;Aschaffenburg, Schulzentrum 01;49,975015;9,130198;00000000;-;-;-;;BEG;-;-;-;;nein
242422;Q;de:09661:50700:0:10;de:09661:50700;Aschaffenburg, Schulzentrum 10;49,974391;9,131069;00000000;-;-;-;;BEG;-;-;-;;nein
242423;Q;de:09661:50700:0:100;de:09661:50700;Aschaffenburg, Schulzentrum 02;49,97494;9,130261;00000000;-;-;-;;BEG;-;-;-;;nein
242424;Q;de:09661:50700:0:101;de:09661:50700;Aschaffenburg, Schulzentrum 03;49,974865;9,130324;00000000;-;-;-;;BEG;-;-;-;;nein
242425;Q;de:09661:50700:0:102;de:09661:50700;Aschaffenburg, Schulzentrum 05;49,974726;9,130414;00000000;-;-;-;;BEG;-;-;-;;nein
242426;Q;de:09661:50700:0:103;de:09661:50700;Aschaffenburg, Schulzentrum 07;49,974593;9,130548;00000000;-;-;-;;BEG;-;-;-;;nein
242427;Q;de:09661:50700:0:14;de:09661:50700;Aschaffenburg, Schulzentrum 14;49,974767;9,130378;00000000;-;-;-;;BEG;-;-;-;;nein
242428;Q;de:09661:50700:0:2;de:09661:50700;Aschaffenburg, Schulzentrum 02;49,97494;9,130261;00000000;-;-;-;;BEG;-;-;-;;nein
242429;Q;de:09661:50700:0:3;de:09661:50700;Aschaffenburg, Schulzentrum 03;49,974865;9,130324;00000000;-;-;-;;BEG;-;-;-;;nein
242430;Q;de:09661:50700:0:4;de:09661:50700;Aschaffenburg, Schulzentrum 04;49,974472;9,130351;00000000;-;-;-;;BEG;-;-;-;;nein
242431;Q;de:09661:50700:0:5;de:09661:50700;Aschaffenburg, Schulzentrum 05;49,974726;9,130414;00000000;-;-;-;;BEG;-;-;-;;nein
242432;Q;de:09661:50700:0:6;de:09661:50700;Aschaffenburg, Schulzentrum 08;49,974524;9,130611;00000000;-;-;-;;BEG;-;-;-;;nein
242433;Q;de:09661:50700:0:8;de:09661:50700;Aschaffenburg, Schulzentrum 08;49,974524;9,130611;00000000;-;-;-;;BEG;-;-;-;;nein
242434;Q;de:09661:50700:0:99;de:09661:50700;Aschaffenburg, Schulzentrum 99;49,974374;9,130962;00000000;-;-;-;;BEG;-;-;-;;nein
242435;S;de:09661:50701;de:09661:50701;Willigisbrücke;49,971046;9,137016;09661000;Aschaffenburg;;;;BEG;-;D925BD00C60D;-;2025-12-13T00:00:00;nein
242436;Q;de:09661:50701:0:1;de:09661:50701;Aschaffenburg, Willigisbrücke 01;49,971046;9,137016;00000000;-;-;-;;BEG;-;-;-;;nein
242437;Q;de:09661:50701:0:2;de:09661:50701;Aschaffenburg, Willigisbrücke 02;49,971046;9,137016;00000000;-;-;-;;BEG;-;-;-;;nein
242438;S;de:09661:50702;de:09661:50702;Aschaffenburg, Herz-Jesu-Kirche;49,977349;9,157094;09661000;Aschaffenburg;;;;BEG;-;D925BD00C60E;-;2026-12-12T00:00:00;nein
242439;Q;de:09661:50702:0:1;de:09661:50702;Aschaffenburg, Herz-Jesu-Kirche 01;49,977644;9,157839;00000000;-;-;-;;BEG;-;-;-;;nein
242440;Q;de:09661:50702:0:2;de:09661:50702;Aschaffenburg, Herz-Jesu-Kirche 02;49,977349;9,157094;00000000;-;-;-;;BEG;-;-;-;;nein
242441;S;de:09661:50704;de:09661:50704;Aschaffenburg, Platanenallee;49,977031;9,151344;09661000;Aschaffenburg;;;;BEG;-;D925BD00C610;-;2026-12-12T00:00:00;nein
242442;Q;de:09661:50704:0:1;de:09661:50704;Aschaffenburg, Platanenallee 01;49,977031;9,151344;00000000;-;-;-;;BEG;-;-;-;;nein
242443;Q;de:09661:50704:0:2;de:09661:50704;Aschaffenburg, Platanenallee 02;49,977239;9,149772;00000000;-;-;-;;BEG;-;-;-;;nein
242444;S;de:09661:50705;de:09661:50705;Aschaffenburg, Stadelmannstr.;49,973455;9,155998;09661000;Aschaffenburg;;;;BEG;-;D925BD00C611;-;2026-12-12T00:00:00;nein
242445;Q;de:09661:50705:0:1;de:09661:50705;Aschaffenburg, Stadelmannstr. 01;49,973322;9,156168;00000000;-;-;-;;BEG;-;-;-;;nein
242446;Q;de:09661:50705:0:2;de:09661:50705;Aschaffenburg, Stadelmannstr. 02;49,973582;9,155827;00000000;-;-;-;;BEG;-;-;-;;nein
242447;S;de:09661:50707;de:09661:50707;AB-Nilkheim, Ernst-Streun-Platz;49,956865;9,120739;09661000;Aschaffenburg;;;;BEG;-;D925BD00C613;-;2026-12-12T00:00:00;nein
242448;Q;de:09661:50707:0:1;de:09661:50707;AB-Nilkheim, Ernst-Streun-Platz 01;49,956651;9,120397;00000000;-;-;-;;BEG;-;-;-;;nein
242449;Q;de:09661:50707:0:2;de:09661:50707;AB-Nilkheim, Ernst-Streun-Platz 02;49,957079;9,12108;00000000;-;-;-;;BEG;-;-;-;;nein
242450;S;de:09661:50708;de:09661:50708;Aschaffenburg, Zeughaus;49,979226;9,174153;09661000;Aschaffenburg;;;;BEG;-;D925BD00C614;-;2026-12-11T00:00:00;nein
242451;Q;de:09661:50708:0:1;de:09661:50708;Aschaffenburg, Zeughaus 01;49,979244;9,174395;00000000;-;-;-;;BEG;-;-;-;;nein
242452;Q;de:09661:50708:0:2;de:09661:50708;Aschaffenburg, Zeughaus 02;49,979209;9,173919;00000000;-;-;-;;BEG;-;-;-;;nein
242453;S;de:09661:50709;de:09661:50709;Finanzamt;49,983247;9,154075;09661000;Aschaffenburg;;;;BEG;-;D925BD00C615;-;2025-12-13T00:00:00;nein
